gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
LIMK1,68,0.4962664638187736,0.44714333687382424,4,4,tested,0.38803471851717225,0.6044982091203749,9.152139280804972,2.0453394317321254e-13,5.86814141223003e-13,72,0.6890811304065738,0.6433393084229878,0,0,tested,0.5379038045492426,0.840258456263905,9.088590118192805,1.6108098408340277e-13,4.666293285109543e-13,True,68.0,0.4962664638187736,0.6938443300099927
LIMK2,11,0.20673652678587165,0.32267351661650734,61,61,insufficient_pairs,,,,,,72,0.238085680528343,0.49188814105484174,0,0,tested,0.1224976342019208,0.3536737268547652,4.1070800896475035,0.00010582459424043386,0.0001677298207453405,True,11.0,0.2067365267858717,0.24261796631988997
LIMS1,72,-0.18134085791301655,0.379551603474033,0,0,tested,-0.2705311120865422,-0.09215060373949092,-4.054068511247995,0.00012727149336624454,0.0001947704229627107,72,0.6570146559536956,0.3771598419647973,0,0,tested,0.5683864381804346,0.7456428737269566,14.781409902292832,2.3208413621557754e-23,1.5036047189571403e-22,False,72.0,-0.1813408579130165,0.6570146559536952
LIMS2,56,-0.3283367195556962,0.7243125307607954,16,16,tested,-0.5223088819820457,-0.1343645571293467,-3.3922470201759225,0.0012906844298366967,0.001813138740486079,72,-0.29181349887058633,0.6143763890953602,0,0,tested,-0.4361848723546584,-0.14744212538651424,-4.0302975353007,0.00013819412732409217,0.000216937284823546,True,56.0,-0.3283367195556962,-0.2286857651995177
LIN28A,12,-0.09818311062381772,0.7897928492004515,60,60,insufficient_pairs,,,,,,72,-0.014710320112092267,0.033312051253799206,0,0,tested,-0.022538268383614016,-0.006882371840570519,-3.7470284944397654,0.00036118372771083067,0.0005493447914270873,True,12.0,-0.09818311062381775,-0.024188605305557342
LIN37,50,-0.27537082609746827,0.6832757780771166,22,22,tested,-0.469555653663383,-0.08118599853155356,-2.849750931057957,0.006382563701581449,0.008460333150742063,72,0.3550007479345549,0.27249343224550465,0,0,tested,0.2909679306308185,0.4190335652382913,11.054509495758804,4.3361123908749455e-17,1.626576782649183e-16,False,50.0,-0.27537082609746827,0.3240790634121618
LIN52,10,0.15368749295513878,0.21026044420251852,62,62,insufficient_pairs,,,,,,72,-1.3610102142466252,0.5823445818090769,0,0,tested,-1.4978544820424282,-1.224165946450822,-19.831136034990287,1.1453455567570923e-30,1.7148618710028434e-29,False,10.0,0.15368749295513878,-1.050540256962398
LIN54,48,0.29163925212205655,0.6730559532646205,24,24,tested,0.09620417549604934,0.4870743287480638,3.002032741596992,0.004285099934152849,0.005761512682840464,72,0.24169810562070365,0.2712906315844972,0,0,tested,0.17794793261538,0.3054482786260273,7.559702382031314,1.0934409777835802e-10,2.6140030415583076e-10,True,48.0,0.2916392521220565,0.21709245254529
LIN7A,72,-0.6375554959967709,0.5266919129483494,0,0,tested,-0.7613220277596054,-0.5137889642339363,-10.271351509730422,1.1035338554330086e-15,3.675754375735608e-15,72,-0.2291829426850126,1.1694694656731348,0,0,tested,-0.503994794187835,0.04562890881780979,-1.6628751856629143,0.10074613639645028,0.12071887224012237,True,72.0,-0.637555495996771,-0.22918294268501269
LIN7B,43,-0.46723032001612574,0.3973429768174802,29,29,tested,-0.5895144387748485,-0.3449462012574029,-7.7108047177163765,1.4236497881610526e-09,3.133028805575749e-09,72,-0.2920584626104892,0.414278289780076,0,0,tested,-0.38940908799544127,-0.19470783722553706,-5.981965007852845,8.10578071871202e-08,1.5944079897207932e-07,True,43.0,-0.46723032001612586,-0.17159694979131554
LIN7C,72,-0.8174123108860335,0.31025779849393786,0,0,tested,-0.8903193191919172,-0.7445053025801498,-22.355516896926893,7.380917227178431e-34,2.476680352517766e-32,72,-0.23494118532827407,0.3271154944997113,0,0,tested,-0.3118095579856005,-0.1580728126709476,-6.094306437414248,5.1191557227947604e-08,1.0215211047218215e-07,True,72.0,-0.8174123108860336,-0.23494118532827418
LIN9,41,0.09102552140950493,0.39831990817604085,31,31,tested,-0.03469975488255814,0.216750797701568,1.4632653563089524,0.15120906613665588,0.17353929999417392,72,0.4178625156027565,0.2750455379723584,0,0,tested,0.35322998285486873,0.4824950483506443,12.891250833499715,2.8421072125227054e-20,1.385709452464596e-19,True,41.0,0.09102552140950493,0.4172361529595292
LIPA,72,0.9110441783074178,0.4946221471672148,0,0,tested,0.7948136720418395,1.027274684572996,15.629033680707808,1.10936605638675e-24,8.065412785310334e-24,72,1.9068553964914838,0.7100993445695558,0,0,tested,1.7399902312519813,2.0737205617309864,22.785832296498626,2.244691724265224e-34,5.6683682784732046e-33,True,72.0,0.9110441783074178,1.906855396491483
LIPC,64,-0.9025686312455077,0.6561936355946422,8,8,tested,-1.0664809244646145,-0.7386563380264008,-11.003686500892082,2.6274678088542317e-16,9.131064955398165e-16,72,-0.08127523740560735,1.3217745582976768,0,0,tested,-0.3918770310369041,0.22932655622568934,-0.5217555851830092,0.6034644318469906,0.6344968853508723,True,64.0,-0.9025686312455077,-0.0068132804704615635
LIPE,64,-0.15278730669322005,0.5243756577221885,8,8,tested,-0.28377244873537366,-0.021802164651066464,-2.3309595621872434,0.022969396646778984,0.02885699430968364,72,-0.0958769616261223,0.36016116443322843,0,0,tested,-0.1805106860135633,-0.011243237238681314,-2.2588304266090504,0.02696673475906044,0.03457903172456229,True,64.0,-0.15278730669322002,-0.11888492827794227
LIPG,17,-0.8696564761116595,0.9115661334845395,55,55,insufficient_pairs,,,,,,72,-1.0265892103819345,0.833300111840173,0,0,tested,-1.2224051365895474,-0.8307732841743217,-10.453494703861098,5.171506028626854e-16,1.7833911341011906e-15,True,17.0,-0.8696564761116593,-1.1181873899583137
LIPT1,62,-0.25303453833433415,0.4485630962758954,10,10,tested,-0.36694823527538584,-0.13912084139328246,-4.441729522073831,3.822861607132238e-05,6.095799508003456e-05,72,0.08625815867982735,0.2793398167507072,0,0,tested,0.02061651989147703,0.15189979746817767,2.6201948427396937,0.01074013549757713,0.014386001443112787,False,62.0,-0.25303453833433415,0.10407221805010805
LIPT2,72,-0.22422774179573088,0.4088370784225935,0,0,tested,-0.32029974519741705,-0.1281557383940447,-4.6537742818919074,1.4725797259853158e-05,2.4232232886355048e-05,72,-0.2083839131728807,0.46201533406646234,0,0,tested,-0.31695219400817254,-0.09981563233758892,-3.827137341035593,0.0002763339527469822,0.0004238517473165981,True,72.0,-0.22422774179573082,-0.2083839131728807
LIX1L,72,0.48277133106445397,0.3546484736474271,0,0,tested,0.39943302550245163,0.5661096366264563,11.55073513038731,5.760387249255899e-18,2.268208998107709e-17,72,0.6769304581387137,0.3211499044426389,0,0,tested,0.6014639304179262,0.7523969858595011,17.885558515323,5.231251295171013e-28,5.5633245736955716e-27,True,72.0,0.4827713310644541,0.6769304581387137
LLGL1,72,0.0468840525150398,0.24176881568805117,0,0,tested,-0.009928833862147678,0.10369693889222728,1.6454743198477424,0.10429234775266318,0.12182618756577827,72,0.07318009338790817,0.2793282882290479,0,0,tested,0.00754116366933287,0.13881902310648347,2.2230246973062644,0.029398855021563027,0.037548309258128756,True,72.0,0.046884052515039784,0.07318009338790817
LLGL2,72,-1.2024862244081833,0.37655928742044237,0,0,tested,-1.290973318782239,-1.1139991300341276,-27.09648733575573,3.5806703925742886e-39,4.72695605903919e-37,72,-1.4510556083193353,0.5837830354973252,0,0,tested,-1.5882378961601005,-1.3138733204785702,-21.091080722767746,2.701283675837528e-32,5.105468491496088e-31,True,72.0,-1.202486224408183,-1.4510556083193349
LLPH,60,0.9365839208151079,0.36773768696740405,12,12,tested,0.8415872030147059,1.03158063861551,19.728051033094612,1.1643402678219669e-27,1.1908079415961054e-26,72,0.19944527804765533,0.2506842173201461,0,0,tested,0.1405373749972475,0.25835318109806316,6.750920824171078,3.350254457609471e-09,7.269780727084799e-09,True,60.0,0.9365839208151081,0.20311469810724367
LMAN1,72,0.3392205922119612,0.3739063999183694,0,0,tested,0.251356895838172,0.4270842885857504,7.6981356122354025,6.062685941115924e-11,1.4749497586618831e-10,72,0.6366657022554526,0.405889288712106,0,0,tested,0.541286395475575,0.7320450090353302,13.30975656466882,5.661780137438681e-21,2.923920405035212e-20,True,72.0,0.3392205922119612,0.6366657022554523
LMAN2,72,0.851623432162114,0.3390140291383724,0,0,tested,0.7719590409423543,0.9312878233818737,21.31553217769884,1.409518987330367e-32,3.562142065462361e-31,72,0.940952531481538,0.44752845426872306,0,0,tested,0.8357885005019053,1.0461165624611706,17.8407583099257,6.054175257799998e-28,6.381382623451605e-27,True,72.0,0.8516234321621138,0.9409525314815378
LMAN2L,72,0.24293605277971375,0.3812931203561729,0,0,tested,0.15333656220211594,0.33253554335731156,5.406288898832399,8.194185728930865e-07,1.4783719729970038e-06,72,0.1120955361572648,0.3710600347948738,0,0,tested,0.024900702795807944,0.19929036951872164,2.56336462000371,0.012485720823331601,0.01660948520047925,True,72.0,0.24293605277971375,0.11209553615726477
LMBRD1,72,-0.30388127190666825,0.41721430142711735,0,0,tested,-0.40192182620420885,-0.20584071760912764,-6.180320491578394,3.595089382643219e-08,7.200944654833183e-08,72,-0.42159992837836824,0.3344089243626909,0,0,tested,-0.5001821730291782,-0.3430176837275582,-10.697663127462883,1.8811651511342622e-16,6.702333773434138e-16,True,72.0,-0.30388127190666836,-0.42159992837836824
LMBRD2,72,0.27759981140472334,0.3058799215123145,0,0,tested,0.2057215537539745,0.3494780690554722,7.7007751851074255,5.994850793705251e-11,1.4595083235439164e-10,72,0.19063818008128394,0.3365204500803104,0,0,tested,0.11155975121276895,0.26971660894979893,4.806895385633809,8.303016821630126e-06,1.4287951571339082e-05,True,72.0,0.27759981140472334,0.19063818008128391
LMCD1,72,-0.37702933154968105,0.6218483329580513,0,0,tested,-0.5231565257605897,-0.23090213733877246,-5.144662765793631,2.2816904947065527e-06,3.987493595783112e-06,72,-0.11033108017051518,0.6200775024687741,0,0,tested,-0.25604214961738314,0.0353799892763528,-1.5097955591730885,0.13553331841952565,0.15982848611221853,True,72.0,-0.37702933154968116,-0.11033108017051525
LMF1,72,-0.4261370437520693,0.4847248375748823,0,0,tested,-0.5400417962858902,-0.3122322912182483,-7.45968112200135,1.6735433322964057e-10,3.937772104345647e-10,72,-0.33662471864714066,0.3112197990996507,0,0,tested,-0.4097577860125917,-0.2634916512816896,-9.177936183713987,1.102140051301806e-13,3.2301468981972623e-13,True,72.0,-0.4261370437520692,-0.3366247186471407
LMF2,72,0.31783884218373937,0.32908323960226915,0,0,tested,0.24050807209681582,0.39516961227066294,8.19534902734876,7.261226337833663e-12,1.875209365443633e-11,72,0.3135436431084484,0.31842727064165177,0,0,tested,0.23871690296465664,0.38837038325224016,8.355145052488528,3.669739286593296e-12,9.650130346365858e-12,True,72.0,0.3178388421837394,0.3135436431084486
LMNA,72,0.1776465265550676,0.35251511851096584,0,0,tested,0.09480953487271108,0.2604835182374241,4.276074085398416,5.827892164212733e-05,9.148997353081888e-05,72,0.41738483918629254,0.6398326382406336,0,0,tested,0.2670315404230486,0.5677381379495365,5.535240921087623,4.913170228202676e-07,9.184421145229442e-07,True,72.0,0.17764652655506763,0.4173848391862925
LMNB1,72,0.9753681879976401,0.427015610743084,0,0,tested,0.8750244389273123,1.075711937067968,19.381665003391785,4.5407107442466296e-30,6.892125703029718e-29,72,1.4147756890283831,0.5893644358524247,0,0,tested,1.2762818364049662,1.5532695416518,20.369009516963864,2.2669259690231395e-31,3.764680986984716e-30,True,72.0,0.9753681879976399,1.414775689028384
LMNB2,72,-0.263705635369282,0.3181433349435325,0,0,tested,-0.33846565389511085,-0.18894561684345312,-7.033359716550002,1.01999139929964e-09,2.268582068094278e-09,72,0.47433724071607447,0.360733602346697,0,0,tested,0.38956900001376743,0.5591054814183815,11.1574994055795,2.8458507469599275e-17,1.0835049214274556e-16,False,72.0,-0.26370563536928193,0.47433724071607447
LMO2,8,0.4583156427027254,0.2957456116192468,64,64,insufficient_pairs,,,,,,72,-0.03915695156865429,0.627949896381977,0,0,tested,-0.18671794289082458,0.10840403975351601,-0.5291150675106636,0.5983760407762401,0.6295645667769715,False,8.0,0.4583156427027253,0.07603461863937755
LMO4,68,-0.5976820962582587,0.7288021889895373,4,4,tested,-0.7740898080346359,-0.42127438448188154,-6.762620778705593,4.019701005689759e-09,8.595250777675337e-09,72,-0.3017767110909751,0.4740720038137026,0,0,tested,-0.4131781704174129,-0.19037525176453726,-5.401416420290228,8.353397964025639e-07,1.537462850603273e-06,True,68.0,-0.5976820962582589,-0.3122139580818078
LMO7,34,-0.7971425011254439,0.5813735181770456,38,38,tested,-0.9999933113522913,-0.5942916908985966,-7.995031476448578,3.1856840784172235e-09,6.8543788030795625e-09,72,-0.8957464188861893,0.7173135193183623,0,0,tested,-1.064306832080407,-0.7271860056919716,-10.596008857380134,2.864033200771335e-16,1.00633199738128e-15,True,34.0,-0.7971425011254438,-0.9289980657229537
LMOD1,72,-0.4007182508267594,0.9783852625502028,0,0,tested,-0.6306275159906312,-0.17080898566288757,-3.475325355162215,0.000874162501290589,0.0012466911692179785,72,-0.4247884419894084,1.1500583221963738,0,0,tested,-0.6950388984022229,-0.15453798557659393,-3.134144925729327,0.0025058449580922368,0.003558278051365589,True,72.0,-0.4007182508267595,-0.4247884419894084
LMTK2,72,0.03347619864327769,0.352955389672909,0,0,tested,-0.04946425168996995,0.11641664897652532,0.8047899908579217,0.42362766870289775,0.45785375418465724,72,-0.1361273792781783,0.5031067748019815,0,0,tested,-0.2543516752903578,-0.017903083265998834,-2.295892589336856,0.024637818890296308,0.0317188981854424,False,72.0,0.03347619864327768,-0.13612737927817833
LNPEP,72,0.18505125489220584,0.34527452376425394,0,0,tested,0.10391571955969954,0.26618679022471214,4.547720316279157,2.179031681536951e-05,3.544459283537651e-05,72,0.2441943061259074,0.4097978613321606,0,0,tested,0.1478965298092196,0.3404920824425952,5.056291388953279,3.2102694272795735e-06,5.673693945508049e-06,True,72.0,0.1850512548922059,0.24419430612590728
LNPK,72,0.7926425967736892,0.3457796294080383,0,0,tested,0.7113883674339879,0.8738968261133905,19.451103797948385,3.665113866790749e-30,5.701098825660711e-29,72,0.9023049195970057,0.4033758486106787,0,0,tested,0.8075162422847534,0.9970935969092579,18.980588834235956,1.5812854121182214e-29,2.0032073358712845e-28,True,72.0,0.7926425967736892,0.9023049195970054
LNX1,38,-0.5704374025772316,0.5650030376809032,34,34,tested,-0.7561492798110163,-0.38472552534344695,-6.223705144485085,3.1276473820271927e-07,5.833739762758659e-07,72,-0.8866944809413642,0.6384306159167443,0,0,tested,-1.036718320610561,-0.7366706412721672,-11.784917540284525,2.2430457420049655e-18,9.306461877421867e-18,True,38.0,-0.5704374025772316,-0.9969984220438577
LNX2,11,-0.08299298987454592,0.298810782534212,61,61,insufficient_pairs,,,,,,72,-0.107546870499244,0.37728646875833277,0,0,tested,-0.1962048441101757,-0.018888896888312287,-2.4187601005362787,0.018139273933558332,0.02368781634823238,True,11.0,-0.08299298987454592,-0.16593460587157266
LONP1,72,-0.5734313201895778,0.49638339762225464,0,0,tested,-0.6900757000215181,-0.4567869403576374,-9.802354639412117,7.868885030642364e-15,2.49521250039301e-14,72,-0.042756213650341414,0.47310671307722885,0,0,tested,-0.1539308407743872,0.06841841347370436,-0.766842856573427,0.4457173623475505,0.4804873090900092,True,72.0,-0.5734313201895778,-0.042756213650341414
LONP2,72,-0.48529933872975417,0.40644441006023724,0,0,tested,-0.5808090926311399,-0.38978958482836845,-10.13152435592258,1.9784724538916192e-15,6.4848135020890606e-15,72,0.0874295463331482,0.23767762107668966,0,0,tested,0.0315780435568224,0.143281049109474,3.1213048064774203,0.0026037596262993555,0.0036934344866902083,False,72.0,-0.4852993387297542,0.0874295463331482
LOX,72,1.5171066468723486,0.7806325648233065,0,0,tested,1.3336669874546396,1.7005463062900577,16.490571049073836,5.534643006875238e-26,4.585390032037924e-25,72,3.059080138606013,1.2606070278091153,0,0,tested,2.762852009955992,3.355308267256034,20.590997154386205,1.1720219837075754e-31,2.027843313939904e-30,True,72.0,1.5171066468723482,3.0590801386060145
LOXL1,34,0.3313891427775082,0.6812806516143937,38,38,tested,0.09367908572986541,0.569099199825151,2.8362968263237356,0.0077397090257369785,0.010180767341549404,72,-0.4751597509497707,0.7940647589555461,0,0,tested,-0.6617558212423043,-0.2885636806572371,-5.07750046712203,2.958334129292839e-06,5.246966091642882e-06,False,34.0,0.3313891427775082,-0.08994321962646733
LOXL2,72,1.775233960418064,0.6315574867288162,0,0,tested,1.626825226925808,1.92364269391032,23.85112990627757,1.2671893012784053e-35,6.909625141155565e-34,72,2.593230519266644,1.0119739705439705,0,0,tested,2.3554282946845952,2.831032743848693,21.743929453454435,4.1294936023060086e-33,8.638319125175881e-32,True,72.0,1.775233960418064,2.5932305192666454
LOXL3,64,1.2971279012494066,1.4645117759686173,7,6,tested,0.931303744134764,1.6629520583640491,7.0856536494095215,1.4169619748379518e-09,3.1203642435358146e-09,72,0.9213994794216676,0.44563524354514505,0,0,tested,0.8166803311512487,1.0261186276920864,17.544244882368137,1.6017189005640205e-27,1.609761358045711e-26,True,64.0,1.2971279012494064,0.9243474241523266
LOXL4,65,-0.9330632063564347,0.8487138149635283,7,7,tested,-1.143364192645239,-0.7227622200676304,-8.86352493911357,9.794241352871396e-13,2.6804589059835986e-12,72,-0.29060644989168716,0.8266273113029402,0,0,tested,-0.4848543448473762,-0.09635855493599807,-2.9830583417486904,0.003909552304031275,0.005452555160712534,True,65.0,-0.9330632063564345,-0.332265448521074
LPA,72,-0.07343818790357425,0.8336671623594805,0,0,tested,-0.26934036675460077,0.12246399094745226,-0.7474729917541467,0.4572465940833697,0.4917520718660573,72,-0.8914607128562532,0.5842168947865313,0,0,tested,-1.0287449526316845,-0.7541764730808218,-12.9477511694155,2.2829103110340786e-20,1.1222735151063342e-19,True,72.0,-0.07343818790357425,-0.8914607128562532
