gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
SAMD4B,37,1.0,0.18322476949858496,0.1460911687382639,0.13451554873935048,0.23193399025781944,5.001020089970401e-09,1.3458652069081742e-08,tested,5258.0
SAMD9,37,1.0,0.6427058392142672,0.29386666907136944,0.5447258135823061,0.7406858648462282,1.8281426767478804e-15,1.4053412382946872e-14,tested,2104.0
SAMD9L,37,1.0,0.706048676486619,0.39429530171871424,0.5745840776226394,0.8375132753505985,6.034090363868314e-13,2.7857109792642485e-12,tested,1871.0
SAMHD1,37,1.0,1.1521657805638217,0.4740757527248128,0.9941010549852043,1.310230506142439,7.274060119311967e-17,8.439788261818634e-16,tested,781.0
SAMM50,37,1.0,-0.786714446945903,0.3746665401261473,-0.9116344908590239,-0.661794403032782,6.171460397075267e-15,4.2188165875864485e-14,tested,1614.0
SAMSN1,36,0.972972972972973,0.9736245613707913,0.5456555396003244,0.7890012885314018,1.158247834210181,1.380975095747814e-12,5.968971458745362e-12,tested,1135.0
SAP130,37,1.0,0.22931067153568624,0.20603925888531283,0.16061376238784975,0.29800758068352273,6.593141304767396e-08,1.5622248383139154e-07,tested,4727.0
SAP18,37,1.0,-0.014207563408916917,0.20177205728230968,-0.08148171670710158,0.05306658988926774,0.6709763592351172,0.700243362644779,tested,7858.0
SAP30,37,1.0,1.0573153774447768,0.38198716658508647,0.9299545151484228,1.1846762397411308,1.1992208885645089e-18,2.747336919496086e-17,tested,951.0
SAP30BP,37,1.0,0.1759021654881534,0.15604288802652078,0.12387487632045752,0.2279294546558493,5.0615747045510243e-08,1.2178802331360943e-07,tested,5353.0
SAP30L,37,1.0,-0.42295286773890584,0.3434978556340559,-0.5374807548446553,-0.3084249806331564,7.558089807732373e-09,1.9929009545201074e-08,tested,3151.0
SAR1A,37,1.0,-0.10160104082062385,0.23344011958254504,-0.17943385177704751,-0.023768229864200185,0.011959019707570536,0.015953908342976397,tested,6431.0
SAR1B,37,1.0,-0.2926017354330518,0.4008055755654731,-0.426236967667574,-0.1589665031985296,8.180825330648913e-05,0.00013852247581440068,tested,4130.0
SARAF,37,1.0,0.4262715215629261,0.4993119682962125,0.25979262279361276,0.5927504203322393,8.321138168220477e-06,1.5595143537983544e-05,tested,3127.0
SARDH,37,1.0,-1.9618240019259083,0.6378417759354577,-2.1744910381460443,-1.7491569657057722,3.938062167000997e-20,1.896321163434564e-18,tested,108.0
SARM1,37,1.0,0.048635429998756856,0.3616811452519161,-0.07195506770676305,0.16922592770427675,0.41876581555465686,0.4552438701963315,tested,7290.0
SARNP,37,1.0,0.1882654529186838,0.19576738547406652,0.12299335687844659,0.253537548958921,1.1036972169724662e-06,2.2845148179309787e-06,tested,5206.0
SARS,37,1.0,0.32091196802114114,0.1907813599106956,0.25730229567136353,0.38452164037091874,3.3562723828738433e-12,1.3611923149599183e-11,tested,3886.0
SARS2,37,1.0,-0.7671916614629819,0.31426680516756894,-0.8719734311100686,-0.6624098918158952,6.332535671539442e-17,7.508975949521915e-16,tested,1682.0
SART1,37,1.0,0.10826688295747884,0.19078245116706366,0.04465684676471335,0.17187691915024433,0.0014393772404555111,0.002129962258657588,tested,6332.0
SART3,37,1.0,0.22683236065350942,0.18412817913260962,0.16544096921742268,0.28822375208959616,7.474445991034277e-09,1.9714887387310565e-08,tested,4754.0
SASH1,17,0.4594594594594595,0.3232078968325009,0.28063272305160625,,,,,insufficient_pairs,
SASH3,37,1.0,1.192010055570254,0.5285428982066888,1.015785079537653,1.3682350316028549,7.226133785938367e-16,6.1513414659877446e-15,tested,724.0
SAT2,37,1.0,-1.7834931125684137,0.6139223336531413,-1.9881850096707672,-1.5788012154660602,2.525320804419447e-19,7.970453516972065e-18,tested,180.0
SATB1,19,0.5135135135135135,0.2871058230996052,0.4562732794517239,,,,,insufficient_pairs,
SATB2,3,0.08108108108108109,0.12327395005060197,0.3789227699076371,,,,,insufficient_pairs,
SAV1,37,1.0,0.36931641363117595,0.34385726894192487,0.25466869216235033,0.4839641351000016,1.355559457617292e-07,3.11786386056628e-07,tested,3515.0
SAYSD1,19,0.5135135135135135,-0.5421526136448214,0.33313072121653187,,,,,insufficient_pairs,
SBDS,37,1.0,0.12355628810938389,0.23243872937759225,0.04605735727029005,0.20105521894847772,0.002620219443537344,0.0037677301991263334,tested,6075.0
SBF1,37,1.0,0.17394454613217317,0.16442197616560655,0.11912352988670279,0.22876556237764356,1.8292949162118367e-07,4.1438397723823877e-07,tested,5380.0
